Gene,Env
ALDH16A1,cigarette
ALDH1A3,cigarette
ALDH2,cigarette
ALDH3A2,cigarette
ALDH4A1,cigarette
ALDH5A1,cigarette
ALDH7A1,cigarette
ALDOA,cigarette
ALDOB,cigarette
ALDOC,cigarette
ALG13,cigarette
ALOX5AP,cigarette
ALPK3,cigarette
ALPL,cigarette
ALS2,cigarette
AMELY,cigarette
AMPD1,cigarette
ANG,cigarette
ANGPTL3,cigarette
ANK2,cigarette
ANK3,cigarette
ANKK1,cigarette
ANKRD11,cigarette
ANKRD36P1,cigarette
ANLN,cigarette
ANO5,cigarette
ANXA11,cigarette
ANXA5,cigarette
AOC1,cigarette
AP1S1,cigarette
AP3B1,cigarette
AP3B2,cigarette
AP3M1,cigarette
AP4E1,cigarette
APC,cigarette
APEX1,cigarette
APEX2,cigarette
APLP2,cigarette
APOA2,cigarette
APOA5,cigarette
APOB,cigarette
APOC2,cigarette
APOC3,cigarette
APOE,cigarette
APOL1,cigarette
APOM,cigarette
APP,cigarette
APPL2,cigarette
AQP1,cigarette
AQP4,cigarette
AR,cigarette
ARAP1,cigarette
ARC,cigarette
ARG1,cigarette
ARHGAP11B,cigarette
ARHGAP24,cigarette
ARHGDIA,cigarette
ARHGEF9,cigarette
ARID1B,cigarette
ARID5B,cigarette
ARL15,cigarette
ARMC2,cigarette
ARMS2,cigarette
ARNT2,cigarette
ARNTL,cigarette
ARPC1B,cigarette
ARSA,cigarette
ARSDP1,cigarette
ART4,cigarette
ARV1,cigarette
ARX,cigarette
ASAP1,cigarette
ASB1,cigarette
ASB10,cigarette
ASGR1,cigarette
ASL,cigarette
ASPA,cigarette
ASPM,cigarette
ASS1,cigarette
ASTN2,cigarette
ASXL1,cigarette
ATF7IP,cigarette
ATG16L1,cigarette
ATG4D,cigarette
ATIC,cigarette
ATM,cigarette
ATP11A,cigarette
ATP13A2,cigarette
ATP1A2,cigarette
ATP2A1,cigarette
ATP2C1,cigarette
ATP2C2,cigarette
ATP6V0A4,cigarette
ATP7A,cigarette
ATP7B,cigarette
ATP8B4,cigarette
ATR,cigarette
ATXN1,cigarette
ATXN2,cigarette
ATXN2L,cigarette
AURKA,cigarette
AUTS2,cigarette
AVP,cigarette
AVPR1A,cigarette
AVPR1B,cigarette
B3GALNT1,cigarette
B3GAT2,cigarette
B4GALNT3,cigarette
BAAT,cigarette
BACE1,cigarette
BAD,cigarette
BAG3,cigarette
BAIAP2,cigarette
BAK1,cigarette
BANF1,cigarette
BANK1,cigarette
BARD1,cigarette
BATF3,cigarette
BCAM,cigarette
BCAR1,cigarette
BCHE,cigarette
BCKDHA,cigarette
BCKDHB,cigarette
BCL2,cigarette
BCL2L1,cigarette
BCL2L11,cigarette
BCL2L2-PABPN1,cigarette
BCMO1,cigarette
BCOR,cigarette
BCORP1,cigarette
BCR,cigarette
BCS1L,cigarette
BDKRB2,cigarette
BDNF,cigarette
BDP1,cigarette
BHLHE41,cigarette
BHMT,cigarette
BLK,cigarette
BLM,cigarette
BLOC1S3,cigarette
BLOC1S6,cigarette
BLZF1,cigarette
BMP2,cigarette
BMPR1A,cigarette
BMPR2,cigarette
BMS1,cigarette
BNC2,cigarette
BOLA2,cigarette
BOLA3,cigarette
BPGM,cigarette
BRAF,cigarette
BRCA1,cigarette
BRCA2,cigarette
BRIP1,cigarette
BTBD9,cigarette
BTD,cigarette
BTK,cigarette
C12orf51,cigarette
C13orf31,cigarette
C14orf93,cigarette
C19ORF12,cigarette
C1QTNF7,cigarette
C21orf91,cigarette
C3,cigarette
C4B,cigarette
C5,cigarette
C6orf10,cigarette
C8orf80,cigarette
C9orf102,cigarette
C9orf72,cigarette
CABP2,cigarette
CACNA1A,cigarette
CACNA1B,cigarette
CACNA1C,cigarette
CACNA1C-AS1,cigarette
CACNA1D,cigarette
CACNA1G,cigarette
CACNA1H,cigarette
CACNA1I,cigarette
CACNA1S,cigarette
CACNA2D4,cigarette
CACNB2,cigarette
CADM2,cigarette
CALB1,cigarette
CALHM1,cigarette
CALR3,cigarette
CALU,cigarette
CAMK1,cigarette
CAMK1D,cigarette
CAMK2A,cigarette
CARD11,cigarette
CARD14,cigarette
CARD8,cigarette
CARD9,cigarette
CASKP1,cigarette
CASP3,cigarette
CASP8,cigarette
CASP9,cigarette
CASQ2,cigarette
CASR,cigarette
CATSPER3,cigarette
CAV3,cigarette
CBLB,cigarette
CBS,cigarette
CBX5,cigarette
CCDC122,cigarette
CCDC174,cigarette
CCDC3,cigarette
CCDC39,cigarette
CCDC50,cigarette
CCDC8,cigarette
CCDC88B,cigarette
CCKAR,cigarette
CCL11,cigarette
CCL2,cigarette
CCL21,cigarette
CCL26,cigarette
CCL27,cigarette
CCL3L1,cigarette
CCM2,cigarette
CCR2,cigarette
CCR3,cigarette
CCR5,cigarette
CCR6,cigarette
CD14,cigarette
CD244,cigarette
CD24P4,cigarette
CD274,cigarette
CD28,cigarette
CD2AP,cigarette
CD320,cigarette
CD33,cigarette
CD3D,cigarette
CD40,cigarette
CD44,cigarette
CD58,cigarette
CD59,cigarette
CD68,cigarette
CD69,cigarette
CDH1,cigarette
CDH13,cigarette
CDH2,cigarette
CDH23,cigarette
CDH4,cigarette
CDKAL1,cigarette
CDKL5,cigarette
CDKN1A,cigarette
CDKN1B,cigarette
CDKN2A,cigarette
CDKN2B,cigarette
CDKN2B-AS1,cigarette
CEACAM16,cigarette
CELSR1,cigarette
CENPE,cigarette
CEP135,cigarette
CEP152,cigarette
CEP290,cigarette
CES1,cigarette
CETP,cigarette
CFAP43,cigarette
CFAP44,cigarette
CFAP65,cigarette
CFAP69,cigarette
CFH,cigarette
CFI,cigarette
CFTR,cigarette
CHAMP1,cigarette
CHCHD10,cigarette
CHD7,cigarette
CHD8,cigarette
CHEK1,cigarette
CHEK2,cigarette
CHI3L1,cigarette
CHIT1,cigarette
CHKB,cigarette
CHM,cigarette
CHMP2B,cigarette
CHRM1,cigarette
CHRM2,cigarette
CHRM3,cigarette
CHRM4,cigarette
CHRM5,cigarette
CHRN,cigarette
CHRNA3,cigarette
CHRNA4,cigarette
CHRNA5,cigarette
CHRNA7,cigarette
CHRNB3,cigarette
CIB2,cigarette
CISD2,cigarette
CLCN1,cigarette
CLDN14,cigarette
CLDN16,cigarette
CLDN19,cigarette
CLEC16A,cigarette
CLN3,cigarette
CLN5,cigarette
CLN6,cigarette
CLN8,cigarette
CLN9,cigarette
CLOCK,cigarette
CLPP,cigarette
CLPTM1,cigarette
CLRN1,cigarette
CLTCL1,cigarette
CMAS,cigarette
CMYA5,cigarette
CNGB3,cigarette
CNNM1,cigarette
CNR1,cigarette
CNR2,cigarette
CNTN5,cigarette
CNTNAP2,cigarette
COASY,cigarette
COCH,cigarette
COG5,cigarette
COL11A1,cigarette
COL11A2,cigarette
COL17A1,cigarette
COL1A1,cigarette
COL1A2,cigarette
COL27A1,cigarette
COL2A1,cigarette
COL3A1,cigarette
COL4A3,cigarette
COL4A4,cigarette
COL4A5,cigarette
COL4A6,cigarette
COL5A1,cigarette
COL5A2,cigarette
COL6A2,cigarette
COL6A3,cigarette
COL7A1,cigarette
COL8A2,cigarette
COL9A1,cigarette
COL9A2,cigarette
COL9A3,cigarette
COMT,cigarette
COX10,cigarette
COX15,cigarette
COX4I1,cigarette
CPED1,cigarette
CPOX,cigarette
CPS1,cigarette
CPT1A,cigarette
CPT1B,cigarette
CRB1,cigarette
CRB2,cigarette
CRB3,cigarette
CREB1,cigarette
CREBBP,cigarette
CREBRF,cigarette
CRH,cigarette
CRISPLD1,cigarette
CRP,cigarette
CRYM,cigarette
CSAD,cigarette
CSF2RB,cigarette
CSNK1D,cigarette
CST3,cigarette
CSTF1,cigarette
CTBP2P1,cigarette
CTC1,cigarette
CTCF,cigarette
CTH,cigarette
CTLA4,cigarette
CTNNA2,cigarette
CTNNA3,cigarette
CTRC,cigarette
CTSD,cigarette
CTSZ,cigarette
CUBN,cigarette
CWC27,cigarette
CXCR4,cigarette
CYB5R3,cigarette
CYLD,cigarette
CYP17A1,cigarette
CYP19A1,cigarette
CYP1A1,cigarette
CYP1A2,cigarette
CYP1B1,cigarette
CYP21A2,cigarette
CYP26A1,cigarette
CYP27B1,cigarette
CYP2A13,cigarette
CYP2A6,cigarette
CYP2B6,cigarette
CYP2C19,cigarette
CYP2C8,cigarette
CYP2C9,cigarette
CYP2D6,cigarette
CYP2E1,cigarette
CYP2F1,cigarette
CYP2J2,cigarette
CYP2R1,cigarette
CYP2S1,cigarette
CYP2W1,cigarette
CYP3A,cigarette
CYP3A4,cigarette
CYP3A43,cigarette
CYP3A5,cigarette
CYP3A7,cigarette
CYP4A11,cigarette
CYP4A22,cigarette
CYP4B1,cigarette
CYP4F2,cigarette
CYP4F3,cigarette
CYP4V2,cigarette
CYP7A1,cigarette
DAB2IP,cigarette
DAGL,cigarette
DAO,cigarette
DAOA,cigarette
DAPK1,cigarette
DAZL,cigarette
DBH,cigarette
DBR1,cigarette
DBT,cigarette
DCAF5,cigarette
DCC,cigarette
DCDC2,cigarette
DCHS1,cigarette
DCTN1,cigarette
DCXR,cigarette
DDB2,cigarette
DDC,cigarette
DDX3Y,cigarette
DDX60L,cigarette
Dec1,cigarette
DEFB4,cigarette
DENND5A,cigarette
DES,cigarette
DFNA5,cigarette
DFNB31,cigarette
DFNB59,cigarette
DGCR2,cigarette
DGKE,cigarette
DGKH,cigarette
DHAPAT,cigarette
DHCR7,cigarette
DHDDS,cigarette
DHFR,cigarette
DHODH,cigarette
DHRC24,cigarette
DHRS3,cigarette
DIABLO,cigarette
DIAPH1,cigarette
DIAPH3,cigarette
DICER1,cigarette
DIO1,cigarette
DIO2,cigarette
DIO3,cigarette
DISC1,cigarette
DKK4,cigarette
DLC1,cigarette
DLD,cigarette
DLEC1,cigarette
DLEU7,cigarette
DLG2,cigarette
DLGAP5P1,cigarette
DLK1,cigarette
DMD,cigarette
DMRT1,cigarette
DNAH1,cigarette
DNAH2,cigarette
DNAH5,cigarette
DNAI1,cigarette
DNAJB11,cigarette
DNAJC13,cigarette
DNAJC5,cigarette
DNM1,cigarette
DNM2,cigarette
DNM3,cigarette
DNMT1,cigarette
DNMT3A,cigarette
DNMT3L,cigarette
DOCK3,cigarette
DOCK7,cigarette
DOPEY2,cigarette
DPP6,cigarette
DPP9,cigarette
DPYD,cigarette
DRD1,cigarette
DRD2,cigarette
DRD3,cigarette
DRD4,cigarette
DRD5,cigarette
DSC2,cigarette
DSCAM,cigarette
DSG2,cigarette
DSP,cigarette
DSPP,cigarette
DTD1,cigarette
DTNA,cigarette
DTNBP1,cigarette
DUSP1,cigarette
DUSP5,cigarette
DUXA,cigarette
DVWA,cigarette
DYNC1H1,cigarette
DYRK1B,cigarette
DYSF,cigarette
EDA,cigarette
EDA2R,cigarette
EDAR,cigarette
EDN1,cigarette
EDN3,cigarette
EDNRB,cigarette
EEF1A2,cigarette
EEFSEC,cigarette
EFHC1,cigarette
EFNB1,cigarette
EFTUD2,cigarette
EGF,cigarette
EGFR,cigarette
EGLN1,cigarette
EGR1,cigarette
EIF1AY,cigarette
EIF2AK4,cigarette
EIF2B5,cigarette
EIF3E,cigarette
EIF3G,cigarette
EIF4G1,cigarette
ELAC1,cigarette
ELAC2,cigarette
ELANE,cigarette
ELK3,cigarette
ELMOD3,cigarette
ELN,cigarette
ELOVL4,cigarette
ELP4,cigarette
EN1,cigarette
ENG,cigarette
ENOSF1,cigarette
ENPP1,cigarette
EPAS1,cigarette
EPCAM,cigarette
EPDR1,cigarette
EPHA2,cigarette
EPHA6,cigarette
EPHB1,cigarette
EPOR,cigarette
ERAP1,cigarette
ERBB4,cigarette
ERCC2,cigarette
ERCC6,cigarette
ERCC8,cigarette
ERP44,cigarette
ERRFI1,cigarette
ESCO2,cigarette
ESPN,cigarette
ESR1,cigarette
ESRRB,cigarette
EXO1,cigarette
EXOC2,cigarette
EYA1,cigarette
EYA4,cigarette
EZH2,cigarette
F11,cigarette
F12,cigarette
F2,cigarette
F2R,cigarette
F5,cigarette
F8,cigarette
F9,cigarette
FA2H,cigarette
FAAH,cigarette
FABP2,cigarette
FABP7,cigarette
FADS1,cigarette
FADS2,cigarette
FADS3,cigarette
FAH,cigarette
FAKE1,cigarette
FAM13A,cigarette
FAM155E,cigarette
FAM177B,cigarette
FAM20A,cigarette
FAM71F1,cigarette
FAM73A,cigarette
FAM98B,cigarette
FANCC,cigarette
FANCM,cigarette
FASTKD2,cigarette
FAT3,cigarette
FBN1,cigarette
FBXL3,cigarette
FBXW8,cigarette
FCER1A,cigarette
FCGR2A,cigarette
FCGR2B,cigarette
FCGR3A,cigarette
FECH,cigarette
FER,cigarette
FERMT1,cigarette
FGF1,cigarette
FGF10,cigarette
FGF12,cigarette
FGF14,cigarette
FGF21,cigarette
FGF23,cigarette
FGFR2,cigarette
FGFR3,cigarette
FGFR3P1,cigarette
FGFR4,cigarette
FGG,cigarette
FKBP5,cigarette
FKRP,cigarette
FLCN,cigarette
FLG,cigarette
FLNB,cigarette
FLNC,cigarette
FMO2,cigarette
FMO3,cigarette
FMO5,cigarette
FMR1,cigarette
FN1,cigarette
FOLR1,cigarette
FOLR2,cigarette
FOLR3,cigarette
FOS,cigarette
FOSL2,cigarette
FOXC1,cigarette
FOXE1,cigarette
FOXI1,cigarette
FOXO1,cigarette
FOXO3,cigarette
FOXP1,cigarette
FOXP2,cigarette
FOXP3,cigarette
FPR1,cigarette
FRRS1L,cigarette
FSHR,cigarette
FSIP1,cigarette
FSIP2,cigarette
FTL,cigarette
FTO,cigarette
FUS,cigarette
FUT1,cigarette
FUT2,cigarette
FUT3,cigarette
FXN,cigarette
FXYD2,cigarette
FYCO1,cigarette
FZD4,cigarette
FZD8,cigarette
G6PC,cigarette
G6PD,cigarette
GAA,cigarette
GAB2,cigarette
GABRA1,cigarette
GABRA2,cigarette
GABRA4,cigarette
GABRB1,cigarette
GABRB3,cigarette
GABRD,cigarette
GAD1,cigarette
GAD2,cigarette
GADL1,cigarette
GALC,cigarette
GALNT3,cigarette
GALT,cigarette
GAMT,cigarette
GANAB,cigarette
GAR1,cigarette
GARS,cigarette
GATA1,cigarette
GATA2,cigarette
GATA3,cigarette
GATA4,cigarette
GBA,cigarette
GC,cigarette
GCDH,cigarette
GCH1,cigarette
GCHFR,cigarette
GCK,cigarette
GDAP1,cigarette
GDF15,cigarette
GDF2,cigarette
GDF5,cigarette
GDNF,cigarette
GEMIN4,cigarette
GFAP,cigarette
GFOD1,cigarette
GFPT2,cigarette
GGH,cigarette
GGPS1,cigarette
GHR,cigarette
GHRL,cigarette
GIF,cigarette
GIPC3,cigarette
GIT1,cigarette
GJA1,cigarette
GJA5,cigarette
GJB2,cigarette
GJB3,cigarette
GJB6,cigarette
GJC2,cigarette
GLA,cigarette
GLB1,cigarette
GLCCI1,cigarette
GLDC,cigarette
GLIS3,cigarette
GLRA1,cigarette
GLRA2,cigarette
GLT8D1,cigarette
GLUL,cigarette
GMIP,cigarette
GMPR,cigarette
GNAL,cigarette
GNAO1,cigarette
GNB1,cigarette
GNB3,cigarette
GNE,cigarette
GNPTAB,cigarette
GNPTG,cigarette
GOLM1,cigarette
GOSR2,cigarette
GPC6,cigarette
GPHN,cigarette
GPR119,cigarette
GPR143,cigarette
GPR18,cigarette
GPR3,cigarette
GPR30,cigarette
GPR55,cigarette
GPR6,cigarette
GPR98,cigarette
GPS2,cigarette
GPSM2,cigarette
GPX1,cigarette
GPX4,cigarette
GRB10,cigarette
GRHL2,cigarette
GRHPR,cigarette
GRID1,cigarette
GRIK1,cigarette
GRIK3,cigarette
GRIK4,cigarette
GRIN1,cigarette
GRIN2A,cigarette
GRIN2B,cigarette
GRIN2D,cigarette
GRIP2,cigarette
GRK3,cigarette
GRM3,cigarette
GRM7,cigarette
GRN,cigarette
GRXCR1,cigarette
GSK3B,cigarette
GSS,cigarette
GSTM1,cigarette
GSTP1,cigarette
GSTT1,cigarette
GSTT2,cigarette
GTF2I,cigarette
GUCY2D,cigarette
GUF1,cigarette
GYG2P1,cigarette
GYPA,cigarette
GYPB,cigarette
H2AFY,cigarette
H3F3A,cigarette
HABP2,cigarette
HARS2,cigarette
HBA1,cigarette
HBA2,cigarette
HBB,cigarette
HBD,cigarette
HBG1,cigarette
HCG27,cigarette
HCN1,cigarette
HCN4,cigarette
HCP5,cigarette
HCRTR2,cigarette
HDC,cigarette
HEATR3,cigarette
HERC2,cigarette
HES1,cigarette
HEXA,cigarette
HFE,cigarette
HGF,cigarette
HHEX,cigarette
HIF1A,cigarette
HIPK1,cigarette
HIST1H1T,cigarette
HIST2H2BE,cigarette
HLA-A,cigarette
HLA-B,cigarette
HLA-C,cigarette
HLA-DMA,cigarette
HLA-DMB,cigarette
HLA-DOA,cigarette
HLA-DOB,cigarette
HLA-DPA1,cigarette
HLA-DPB1,cigarette
HLA-DQA1,cigarette
HLA-DQB1,cigarette
HLA-DRA,cigarette
HLA-DRB1,cigarette
HLA-DRB3,cigarette
HLA-DRB4,cigarette
HLA-DRB5,cigarette
HLA-DRB9,cigarette
HLA-E,cigarette
HLA-G,cigarette
HLA-J,cigarette
HMBS,cigarette
HMGA2,cigarette
HMGCR,cigarette
HMOX1,cigarette
HNF1A,cigarette
HNF1B,cigarette
HNMT,cigarette
HNRNPA1,cigarette
HOGA1,cigarette
HOMER2,cigarette
HOXB1,cigarette
HOXB13,cigarette
HOXB2,cigarette
HP,cigarette
HP1BP3,cigarette
HPCA,cigarette
HPD,cigarette
HPGDS,cigarette
HPS1,cigarette
HPS3,cigarette
HPS4,cigarette
HPS5,cigarette
HPS6,cigarette
HRAS,cigarette
HRH1,cigarette
HRH2,cigarette
HRH3,cigarette
HRH4,cigarette
HRK,cigarette
HS6ST1,cigarette
HSD11B1,cigarette
HSD11B2,cigarette
HSD17B10,cigarette
HSD17B12,cigarette
HSD17B2,cigarette
HSD17B3,cigarette
HSD17B4,cigarette
HSD3B1,cigarette
HSD3B2,cigarette
HSD3B7,cigarette
HSFY,cigarette
HSFY3P,cigarette
HSPA12A,cigarette
HSPA1A,cigarette
HSPA1L,cigarette
HSPG2,cigarette
HTR1A,cigarette
HTR1B,cigarette
HTR1E,cigarette
HTR2A,cigarette
HTR2B,cigarette
HTR2C,cigarette
HTR3A,cigarette
HTR3C,cigarette
HTRA1,cigarette
HTT,cigarette
IBD5,cigarette
IDH1,cigarette
IDO1,cigarette
IDO2,cigarette
IDS,cigarette
IFIH1,cigarette
IFITM3,cigarette
IFITM5,cigarette
IFNA2,cigarette
IFNL3,cigarette
IFNL4,cigarette
IGF1,cigarette
IGF1R,cigarette
IGF2BP1,cigarette
IGF2BP2,cigarette
IK,cigarette
IKBKAP,cigarette
IKBKB,cigarette
IKZF1,cigarette
IKZF3,cigarette
IL10,cigarette
IL12A,cigarette
IL12A-AS1,cigarette
IL12B,cigarette
IL12RB2,cigarette
IL13,cigarette
IL15,cigarette
IL15RA,cigarette
IL16,cigarette
IL17A,cigarette
IL18,cigarette
IL18R1,cigarette
IL18RAP,cigarette
IL19,cigarette
IL1B,cigarette
IL1F10,cigarette
IL1RAPL1,cigarette
IL1RL1,cigarette
IL1RN,cigarette
IL2,cigarette
IL20,cigarette
IL21,cigarette
IL23R,cigarette
IL27,cigarette
IL2RA,cigarette
IL2RB,cigarette
IL31,cigarette
IL4,cigarette
IL6,cigarette
IL6R,cigarette
IL6ST,cigarette
ILDR1,cigarette
IMMP2L,cigarette
IMPA1,cigarette
IMPDH1,cigarette
IMPDH2,cigarette
INF2,cigarette
INPPL1,cigarette
INSL6,cigarette
INSR,cigarette
INVS,cigarette
IRAK1,cigarette
IRAK3,cigarette
IRF1,cigarette
IRF2,cigarette
IRF5,cigarette
IRF7,cigarette
IRF8,cigarette
IRS1,cigarette
IRS2,cigarette
ISG15,cigarette
ITGA2B,cigarette
ITGA9,cigarette
ITGAL,cigarette
ITGAV,cigarette
ITGB3,cigarette
ITIH3,cigarette
ITPA,cigarette
ITPKC,cigarette
ITPR2,cigarette
ITPR3,cigarette
IVD,cigarette
JAK1,cigarette
JAK2,cigarette
JAK3,cigarette
JARID2,cigarette
JUP,cigarette
KALP,cigarette
KARS,cigarette
KAT6B,cigarette
KATP,cigarette
KCNA2,cigarette
KCNA3,cigarette
KCNA5,cigarette
KCNB1,cigarette
KCNC1,cigarette
KCND3,cigarette
KCNE1,cigarette
KCNE3,cigarette
KCNH1,cigarette
KCNH2,cigarette
KCNJ1,cigarette
KCNJ10,cigarette
KCNJ11,cigarette
KCNJ16,cigarette
KCNJ2,cigarette
KCNJ5,cigarette
KCNK2,cigarette
KCNMA1,cigarette
KCNN4,cigarette
KCNQ1,cigarette
KCNQ1-AS1,cigarette
KCNQ2,cigarette
KCNQ4,cigarette
KCNT1,cigarette
KCNU1,cigarette
KCNV2,cigarette
KCTD7,cigarette
KDM5B,cigarette
KDM5D,cigarette
KDR,cigarette
KEL,cigarette
KIAA0319,cigarette
KIAA1468,cigarette
KIF1A,cigarette
KIF1B,cigarette
KIF22,cigarette
KIF5A,cigarette
KIF6,cigarette
KIRREL3,cigarette
KIT,cigarette
KITLG,cigarette
KL,cigarette
KLC1,cigarette
KLF6,cigarette
KLK11,cigarette
KLK3,cigarette
KLKB1,cigarette
KNG1,cigarette
KPNA4,cigarette
KRAS,cigarette
KRIT1,cigarette
KRT1,cigarette
KRT13,cigarette
KRT14,cigarette
KRT5,cigarette
KSNQ2,cigarette
KSR2,cigarette
KTN1,cigarette
LACC1,cigarette
LAMA2,cigarette
LAMA3,cigarette
LAMB1,cigarette
LAMB2,cigarette
LAMB3,cigarette
LAMB4,cigarette
LAMC1,cigarette
LAMC2,cigarette
LARS2,cigarette
LASP1,cigarette
LBP,cigarette
LCE1D,cigarette
LCT,cigarette
LDB3,cigarette
LDLR,cigarette
LDLRAP1,cigarette
LEP,cigarette
LEPR,cigarette
LHCGR,cigarette
LHFP,cigarette
LHFPL5,cigarette
LIG4,cigarette
LINC-PINT,cigarette
LIPC,cigarette
LIPT1,cigarette
LLGL2,cigarette
LMBRD1,cigarette
LMNA,cigarette
LMNB2,cigarette
LOC100289168,cigarette
LOC100289233,cigarette
LOC100289398,cigarette
LOC100289553,cigarette
LOC100533723,cigarette
LOC100652931,cigarette
LOC101929679,cigarette
LOC105376512,cigarette
LOC105377223,cigarette
LOC105377329,cigarette
LOC107987344,cigarette
LOC388210,cigarette
LOC729065,cigarette
LOXHD1,cigarette
LOXL1,cigarette
LPA,cigarette
LPHN3,cigarette
LPL,cigarette
LPP,cigarette
LRP1,cigarette
LRP4,cigarette
LRP5,cigarette
LRPPRC,cigarette
LRRC43,cigarette
LRRK2,cigarette
LRTOMT,cigarette
LSAMP,cigarette
LSP1,cigarette
LTA,cigarette
LTBP2,cigarette
LUM,cigarette
LYZL2,cigarette
LZTFL1,cigarette
LZTS1,cigarette
MACC1,cigarette
MACROD2,cigarette
MAD1L1,cigarette
MADCAM1,cigarette
MAGEL2,cigarette
MAGI2,cigarette
MAGT1,cigarette
MAK,cigarette
MAOA,cigarette
MAOB,cigarette
MAP2K1,cigarette
MAP2K2,cigarette
MAP2K5,cigarette
MAP3K1,cigarette
MAPK1,cigarette
MAPK10,cigarette
MAPT,cigarette
MARVELD2,cigarette
MAT1A,cigarette
MAX,cigarette
MBL2,cigarette
MC1R,cigarette
MC2R,cigarette
MC3R,cigarette
MC4R,cigarette
MCM6,cigarette
MCM8,cigarette
MCOLN1,cigarette
MCT8,cigarette
MDGA1,cigarette
MDGA2,cigarette
MDM2,cigarette
MDM4,cigarette
MECP2,cigarette
MECR,cigarette
MEF2C,cigarette
MEFV,cigarette
MEIS1,cigarette
MEN1,cigarette
MET,cigarette
METTL23,cigarette
MFN2,cigarette
MFSD8,cigarette
MGLL,cigarette
MGMT,cigarette
MGST1,cigarette
MIB1,cigarette
MICA,cigarette
MIR1185-2,cigarette
MIR4761,cigarette
MIR662,cigarette
MIR6766,cigarette
MIR96,cigarette
MITF,cigarette
MKLN1,cigarette
MLH1,cigarette
MLH3,cigarette
MLLT10,cigarette
MMAA,cigarette
MMAB,cigarette
MMACHC,cigarette
MMADHC,cigarette
MME,cigarette
MMEL1,cigarette
MMP1,cigarette
MMP11,cigarette
MMP12,cigarette
MMP13,cigarette
MMP2,cigarette
MMP3,cigarette
MMP7,cigarette
MMP9,cigarette
MOCS1,cigarette
MOCS2,cigarette
MPL,cigarette
MPO,cigarette
MPP2,cigarette
MPZ,cigarette
MRAP2,cigarette
MRE11A,cigarette
MRPL3,cigarette
MRS2,cigarette
MSANTD1,cigarette
MSH2,cigarette
MSH3,cigarette
MSH5,cigarette
MSH6,cigarette
MSLN,cigarette
MSMB,cigarette
MSRB3,cigarette
MSTN,cigarette
MT-ATP6,cigarette
MT-ATP8,cigarette
MT-CO1,cigarette
MT-CO2,cigarette
MT-CO3,cigarette
MT-CYB,cigarette
MT-ND1,cigarette
MT-ND2,cigarette
MT-ND3,cigarette
MT-ND4,cigarette
MT-ND4L,cigarette
MT-ND5,cigarette
MT-ND6,cigarette
MT-RNR1,cigarette
MT-RNR2,cigarette
MT-TA,cigarette
MT-TC,cigarette
MT-TD,cigarette
MT-TE,cigarette
MT-TF,cigarette
MT-TG,cigarette
MT-TH,cigarette
MT-TI,cigarette
MT-TK,cigarette
MT-TL1,cigarette
MT-TL2,cigarette
MT-TM,cigarette
MT-TN,cigarette
MT-TP,cigarette
MT-TQ,cigarette
MT-TR,cigarette
MT-TS1,cigarette
MT-TS2,cigarette
MT-TT,cigarette
MT-TV,cigarette
MT-TW,cigarette
MT-TY,cigarette
MTHFD1,cigarette
MTHFD1L,cigarette
MTHFR,cigarette
MTHFS,cigarette
MTHFSD,cigarette
MTMR2,cigarette
MTNR1A,cigarette
MTNR1B,cigarette
MTOR,cigarette
MTR,cigarette
MTRR,cigarette
MTTP,cigarette
MUC1,cigarette
MUC5AC,cigarette
MUC5B,cigarette
MUT,cigarette
MUTYH,cigarette
MVK,cigarette
MXRA5P1,cigarette
MYBPC3,cigarette
MYC,cigarette
MYCBP2,cigarette
MYH11,cigarette
MYH14,cigarette
MYH15,cigarette
MYH6,cigarette
MYH7,cigarette
MYH9,cigarette
MYL2,cigarette
MYL3,cigarette
MYLK,cigarette
MYLK2,cigarette
MYO15A,cigarette
MYO18B,cigarette
MYO1A,cigarette
MYO1E,cigarette
MYO3A,cigarette
MYO6,cigarette
MYO7A,cigarette
MYOC,cigarette
MYOT,cigarette
NAA10,cigarette
NADSYN1,cigarette
NAGPA,cigarette
NALCN,cigarette
NAT1,cigarette
NAT2,cigarette
NAT8,cigarette
NBEAL2,cigarette
NBN,cigarette
NBPF3,cigarette
NCAM1,cigarette
NCAN,cigarette
NCF4,cigarette
NDP,cigarette
NDRG1,cigarette
NDST1,cigarette
NDST2,cigarette
NDST3,cigarette
NDST4,cigarette
NDUFS3,cigarette
NECAP1,cigarette
NEFL,cigarette
NEIL2,cigarette
NEU1,cigarette
NF1,cigarette
NF2,cigarette
NFE2L2,cigarette
NFIA,cigarette
NFKB1,cigarette
NFKBIA,cigarette
NFKBIL1,cigarette
NGF,cigarette
NGLY1,cigarette
NINJ2,cigarette
NIPBL,cigarette
NLGN4Y,cigarette
NLRP1,cigarette
NLRP12,cigarette
NLRP3,cigarette
NOD2,cigarette
NOS1,cigarette
NOS1AP,cigarette
NOS2,cigarette
NOS3,cigarette
NOTCH1,cigarette
NOX4,cigarette
NPAS2,cigarette
NPC1,cigarette
NPC1L1,cigarette
NPHS1,cigarette
NPHS2,cigarette
NPPA,cigarette
NPPB,cigarette
NPR3,cigarette
NPTN,cigarette
NPY,cigarette
NQO1,cigarette
NR0B1,cigarette
NR1H3,cigarette
NR1I2,cigarette
NR1I3,cigarette
NR2F2,cigarette
